year,full_ID,ID,month,season,date,river,site,location,layer,TP,DTP,TN,DTN,conductivity,temp,pressure,chlorophyll,DO_sat,PAR,pH,depth,salinity,conductivity_spc,density_anomaly,DO_conc,absolute_depth,Chla_single,velocity_ms
2021,2021-05-10-5-PX-4,5-PX-4,May,spring,10/05/2021,PX,PX4,PX4-2,middle,0.0716,0.074215625,2.39435,2.10534,0.269229352,19.84075928,15.87106323,0.67628479,53.12437439,0.06640625,7.676846981,5.691767216,0.144273549,298.659729,-1.625095178,4.82781661,24.26185608,37.665,NA
2021,2021-05-10-5-PX-4,5-PX-4,May,spring,10/05/2021,PX,PX4,PX4-3,bottom,0.17496,0.07740425,2.238265,2.161275,0.313071102,17.84289551,34.59383011,0.454162598,26.18591309,4.88E-04,7.600049496,24.26185608,0.175287172,362.644928,-1.126472039,2.478007395,24.26185608,4.8825,NA
2021,2021-05-10-5-PX-5,5-PX-5,May,spring,10/05/2021,PX,PX5,PX5-1,surface,0.12632,0.082187188,2.41791,2.347725,0.257220089,23.57266235,10.68642426,11.86140442,185.0882111,211.0307617,9.204716682,0.549407482,0.127873123,264.4289856,-2.497759486,15.64341204,15.56757927,41.1525,NA
2021,2021-05-10-5-PX-5,5-PX-5,May,spring,10/05/2021,PX,PX5,PX5-2,middle,0.1096,0.086970125,2.07629,1.7541925,0.271236658,19.396698,16.13338661,0.559005737,49.3433342,0.317382813,7.656929016,5.951951504,0.146720052,303.7443237,-1.531996341,4.524345554,15.56757927,48.1275,NA
2021,2021-05-10-5-PX-5,5-PX-5,May,spring,10/05/2021,PX,PX5,PX5-3,bottom,0.14152,0.085375813,2.11163,2.2016725,0.302712977,18.25897217,25.82807159,0.45916748,47.57461929,0.018066406,7.651346684,15.56757927,0.167894393,347.4482117,-1.250018942,4.463807192,15.56757927,5.58,NA
2021,2021-05-10-5-PX-6,5-PX-6,May,spring,10/05/2021,PX,PX6,PX6-1,surface,0.09896,0.07740425,1.931985,1.9344275,0.312592596,22.21871948,10.62556171,1.19644165,73.18598938,81.16894531,7.750315189,0.489041239,0.159428075,330.1299133,-2.154318202,6.346557004,15.71925354,2.0925,NA
2021,2021-05-10-5-PX-6,5-PX-6,May,spring,10/05/2021,PX,PX6,PX6-2,middle,0.12936,0.099724625,2.60639,2.273145,0.278088242,19.50216675,15.98791695,0.72593689,53.3044014,0.021484375,7.585713863,5.807668209,0.150092229,310.7161255,-1.55127307,4.877064176,15.71925354,4.185,NA
2021,2021-05-10-5-PX-6,5-PX-6,May,spring,10/05/2021,PX,PX6,PX6-3,bottom,0.12632,0.082187188,1.92315,2.5062075,0.250977486,18.46795654,25.98099327,0.577804565,43.85352325,0.017578125,7.504519939,15.71925354,0.138468266,286.7534485,-1.311510847,4.09779085,15.71925354,3.4875,NA
2021,2021-05-11-5-PX-4,5-PX-4,May,spring,11/05/2021,PX,PX4,PX4-1,surface,0.117,0.04773225,1.892958,1.58379025,0.266613513,23.22122192,10.67419529,5.918121338,126.7242813,64.82568359,8.704271317,0.537278235,0.13338919,275.9902039,-2.408900782,10.7818561,14.36859417,81.6075,NA
2021,2021-05-11-5-PX-4,5-PX-4,May,spring,11/05/2021,PX,PX4,PX4-2,middle,0.055,0.035328,2.2903265,1.96958675,0.267186493,20.05474854,16.15755081,0.564483643,52.69978714,0.138671875,7.67881918,5.97591877,0.142538622,295.0557861,-1.669233053,4.768829384,14.36859417,87.885,NA
2021,2021-05-11-5-PX-4,5-PX-4,May,spring,11/05/2021,PX,PX4,PX4-3,bottom,0.07,0.051867,2.1917095,1.76447975,0.290223807,18.42193604,24.61922836,0.500915527,44.88069534,0.0078125,7.657456875,14.36859417,0.160345107,331.9275208,-1.292219971,4.197178626,14.36859417,9.0675,NA
2021,2021-05-11-5-PX-5,5-PX-5,May,spring,11/05/2021,PX,PX5,PX5-1,surface,0.117,0.0546235,2.287426,1.82308175,0.303215444,22.9067688,10.67257023,0.012695313,185.0882111,26.47363281,7.909150124,0.535666406,0.152504131,315.8431091,-2.3195977,15.64341204,23.74737358,30.69,NA
2021,2021-05-11-5-PX-5,5-PX-5,May,spring,11/05/2021,PX,PX5,PX5-2,middle,0.087,0.05324525,2.037983,1.7083195,0.280919284,20.35189819,15.95130157,0.008178711,49.3433342,0.025878906,7.662503719,5.771351337,0.148923501,308.2887573,-1.727359758,4.524345554,23.74737358,69.0525,NA
2021,2021-05-11-5-PX-5,5-PX-5,May,spring,11/05/2021,PX,PX5,PX5-3,bottom,0.086,0.051867,2.3715405,1.8059895,0.314941555,17.81079102,34.07511902,0.006881714,47.57461929,0.001953125,7.579354763,23.74737358,0.176473528,365.0708618,-1.122052307,4.463807192,23.74737358,12.555,NA
2021,2021-05-11-5-PX-6,5-PX-6,May,spring,11/05/2021,PX,PX6,PX6-1,surface,0.077,0.06427125,1.829147,1.51053775,0.309442669,22.32461548,10.84664345,1.22102356,71.60614014,18.36181641,7.754796982,0.708320141,0.157479748,326.1066895,-2.17914907,6.196953718,15.07558727,4.185,NA
2021,2021-05-11-5-PX-6,5-PX-6,May,spring,11/05/2021,PX,PX6,PX6-2,middle,0.096,0.0766755,2.0292815,1.75959625,0.285093963,20.1829834,16.08871841,0.755218506,55.70588303,0.006347656,7.603445053,5.90764761,0.151673973,313.9818726,-1.689232181,5.027706042,15.07558727,4.8825,NA
2021,2021-05-11-5-PX-6,5-PX-6,May,spring,11/05/2021,PX,PX6,PX6-3,bottom,0.073,0.0766755,1.9248635,1.6008825,0.259814769,18.73458862,25.33203506,0.567550659,45.2051239,9.77E-04,7.5510602,15.07558727,0.142525792,295.1331482,-1.36257528,4.201040141,15.07558727,3.4875,NA
2021,2021-05-12-5-PX-4,5-PX-4,May,spring,12/05/2021,PX,PX4,PX4-1,surface,0.068,0.0215455,2.2207145,1.84261575,0.267199069,23.21255493,10.73239517,4.500686646,126.7242813,64.82568359,8.542387009,0.595003486,0.133701324,276.6437378,-2.406325647,10.7818561,15.09652996,47.43,NA
2021,2021-05-12-5-PX-4,5-PX-4,May,spring,12/05/2021,PX,PX4,PX4-2,middle,0.105,0.0491105,2.003177,1.654601,0.275178939,20.3112793,15.94605541,4.500854492,52.69978714,146.7919922,7.690273285,5.76614809,0.146007821,302.24646,-1.721074345,4.768829384,15.09652996,71.145,NA
2021,2021-05-12-5-PX-4,5-PX-4,May,spring,12/05/2021,PX,PX4,PX4-3,bottom,0.104,0.0601365,1.9828735,1.6253,0.270758092,18.61676025,25.35314941,4.501800537,44.88069534,164.8085938,7.686086178,15.09652996,0.148912743,308.352356,-1.334857243,4.197178626,15.09652996,6.975,NA
2021,2021-05-12-5-PX-5,5-PX-5,May,spring,12/05/2021,PX,PX5,PX5-1,surface,0.048,0.02568025,2.270023,1.791339,0.303215444,22.81915283,10.88794518,0.012695313,185.0882111,26.47363281,7.909150124,0.749285042,0.152504131,315.8431091,-2.3195977,15.64341204,23.36745262,18.8325,NA
2021,2021-05-12-5-PX-5,5-PX-5,May,spring,12/05/2021,PX,PX5,PX5-2,middle,0.083,0.06702775,2.061187,1.66192625,0.280919284,20.8187561,15.87107086,0.008178711,49.3433342,0.025878906,7.662503719,5.691774845,0.148923501,308.2887573,-1.727359758,4.524345554,23.36745262,36.27,NA
2021,2021-05-12-5-PX-5,5-PX-5,May,spring,12/05/2021,PX,PX5,PX5-3,bottom,0.079,0.06978425,2.1046945,1.713203,0.314941555,17.8850708,33.69207382,0.006881714,47.57461929,0.001953125,7.579354763,23.36745262,0.176473528,365.0708618,-1.122052307,4.463807192,23.36745262,3.4875,NA
2021,2021-05-12-5-PX-6,5-PX-6,May,spring,12/05/2021,PX,PX6,PX6-1,surface,0.108,0.07254075,2.101794,1.68634375,0.306551486,22.26187134,10.77801704,1.566543579,70.34047699,81.0703125,7.728734493,0.640253365,0.156209871,323.4683228,-2.165984741,6.094835376,14.44406891,8.37,NA
2021,2021-05-12-5-PX-6,5-PX-6,May,spring,12/05/2021,PX,PX6,PX6-2,middle,0.112,0.0766755,1.840749,1.508096,0.293677956,21.10079956,16.14778137,0.87638855,59.26245499,0.002929688,7.622172356,5.966228962,0.153269336,317.3094788,-1.88363933,5.252419856,14.44406891,4.185,NA
2021,2021-05-12-5-PX-6,5-PX-6,May,spring,12/05/2021,PX,PX6,PX6-3,bottom,0.155,0.07254075,2.36864,1.75959625,0.263398439,18.85775757,24.69532394,0.537506104,44.09105682,0.002441406,7.528094292,14.44406891,0.144112438,298.4065552,-1.388192041,4.087202835,14.44406891,3.4875,NA
